название;тип_лофт;телефон;сайт;ссылка
Ресторан-особняк UnicaUnica;Ресторан, зал, особняк;+79099495085;N/A;https://www.loft2rent.ru/loft/118472/118474/
Ретровейв;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169216/
РЖД АренаБанкетный зал на стадионе;Банкетный зал, зал;+74955003020;N/A;https://www.loft2rent.ru/loft/140492/140499/
РЖД АренаЗал хореографии;Зал;+74955003020;N/A;https://www.loft2rent.ru/loft/140492/140542/
РЖД АренаЛожа с видом на стадион;Веранда;+74955003020;N/A;https://www.loft2rent.ru/loft/140492/140514/
РЖД АренаПанорамная ложа;Лофт;+74955003020;N/A;https://www.loft2rent.ru/loft/140492/140516/
РЖД АренаПанорамный лаундж на стадионе;Лофт;+74955003020;N/A;https://www.loft2rent.ru/loft/140492/140526/
РЖД АренаПанорамный ресторан на стадионе;Лофт, ресторан, зал;+74955003020;N/A;https://www.loft2rent.ru/loft/140492/140505/
"РЖД АренаПресс-центр ""РЖД Арены""";Конференц-зал;;N/A;https://www.loft2rent.ru/loft/140492/140537/
РЖД АренаПресс-центр с панорамными окнами;Конференц-зал;+74955003020;N/A;https://www.loft2rent.ru/loft/140492/140539/
Рихард;Лофт, конференц-зал, фотостудия;+79689739030;https://www.loft2rent.ru/loft/2518/;https://www.loft2rent.ru/loft/2518/45000/
РК-19;Зал;+79264661718;https://www.loft2rent.ru/loft/77474/;https://www.loft2rent.ru/loft/77474/156804/
Роден - Трехуровневый лофт в стиле Industrial;Трехуровневый лофт в стиле Industrial - Лофт, зал, конференц-зал, веранда;+7 (495) 032-73-90;https://www.loft2rent.ru/loft/5581/;https://www.loft2rent.ru/loft/5581/67926/
Романс;Банкетный зал, лофт, зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/171892/
Романтический лофт на 55 этаже Москва-Сити Neva Towers (Moscow city Neva Towers);Апартаменты, зал, фотостудия;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/125283/
Роскошный апартамент в Москва сити;Апартаменты;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156411/
Роскошный лофт в особняке Рокфеллер;Зал;+79585410041;https://www.loft2rent.ru/loft/97591/;https://www.loft2rent.ru/loft/97591/122324/
Руссо - Камерный «Бали», большой и светлый лофт с настроением лета;Камерный «Бали», большой и светлый лофт с настроением лета - Лофт, зал, конференц-зал;+7 (495) 032-73-90;https://www.loft2rent.ru/loft/5581/;https://www.loft2rent.ru/loft/5581/117376/
Рыцарский замок в Лисьем носу;Лофт, на открытом воздухе;+7 812 642 07 23;N/A;https://www.loft2rent.ru/loft/144429/144523/
РЯБОВ ЛОФТ;Лофт, конференц-зал;+7 (495) 798-51-81;https://www.loft2rent.ru/loft/28030/;https://www.loft2rent.ru/loft/28030/28032/
Сад;Зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134470/
Саджива дрим;Ресторан, зал, переговорная;89319930030;N/A;https://www.loft2rent.ru/loft/160136/160155/
Сакура PlaceSakura Place;Веранда;+7 (968) 525-40-90;N/A;https://www.loft2rent.ru/loft/62922/202296/
Сакура PlaceДракон Сити;Ресторан;+7 (968) 525-40-90;N/A;https://www.loft2rent.ru/loft/62922/63154/
Салем;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169523/
"Салон Усачева ""Система Ценностей""";Зал, галерея, переговорная;+79039615585;N/A;https://www.loft2rent.ru/loft/171228/171230/
Самобранка ЛофтЛофт Самобранка;Лофт, бар, зал;+79035281880;N/A;https://www.loft2rent.ru/loft/174602/174605/
Свадебный Белый Лофт;Лофт;+7(929) 630-30-19;https://www.loft2rent.ru/loft/5676/;https://www.loft2rent.ru/loft/5676/21417/
Свети Прима;Лофт;+79111207195;https://www.loft2rent.ru/loft/156268/;https://www.loft2rent.ru/loft/156268/158114/
Светлый Loft Москва-сити;Апартаменты;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156265/
Светлый зал 33 м² на Чистых прудах для любых мероприятий;Кабинет, зал, спорт-зал;89175091916;https://www.loft2rent.ru/loft/74665/;https://www.loft2rent.ru/loft/74665/74671/
Светлый и просторный лофт в Москва-Сити;Апартаменты, фотостудия;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156342/
Светлый Лофт;Банкетный зал, лофт, конференц-зал, учебный зал;+7 (985) 292-11-22;N/A;https://www.loft2rent.ru/loft/192292/192301/
Светлый Лофт Грейс в особняке на автозаводской;Галерея;+79585410041;https://www.loft2rent.ru/loft/97591/;https://www.loft2rent.ru/loft/97591/122318/
Светлый лофт для мероприятий Gallery;Лофт, зал, антикафе;89031959349;https://www.loft2rent.ru/loft/151727/;https://www.loft2rent.ru/loft/151727/152967/
Светлый лофт-кондитерская MYSS на Ходынском поле;Зал, учебный зал, кулинарная студия;+7 9296319718;N/A;https://www.loft2rent.ru/loft/32748/32763/
СВОБОДА;Банкетный зал, конференц-зал;+79263427655;N/A;https://www.loft2rent.ru/loft/189037/189198/
Своё Поле;Лофт, галерея, концертный зал;+7 915 024 3868;N/A;https://www.loft2rent.ru/loft/99752/99755/
Север;Лофт, бар, переговорная, антикафе;89631422682;N/A;https://www.loft2rent.ru/loft/188668/188670/
Севилья. Уютный лофт с мебелью и светомузыкой.;Лофт, зал, антикафе;+7 495 191 41 57;https://www.loft2rent.ru/loft/142644/;https://www.loft2rent.ru/loft/142644/192374/
Селфи Галерея;Лофт, фотостудия, квест;+7 929 909 4028;N/A;https://www.loft2rent.ru/loft/109523/115794/
Семейный клуб РумикиСемейный лофт в Новых Химках;Лофт, зал, детский центр;+79262776136;N/A;https://www.loft2rent.ru/loft/16185/34899/
Семейный клуб РумикиСемейный лофт-клуб в Химках;Лофт, детский центр;+79262776136;N/A;https://www.loft2rent.ru/loft/16185/24251/
Семейный лофт;Коворкинг, лофт;;https://www.loft2rent.ru/loft/209961/;https://www.loft2rent.ru/loft/209961/209966/
"Семейный лофт ""Праздник с тобой"" Семейный лофт ""Праздник с тобой""";Лофт, детский центр, антикафе;+7 993 345 88 06;N/A;https://www.loft2rent.ru/loft/137315/137319/
Семейный лофт Вместе;Лофт, игровой зал, детский центр;+79852832090;N/A;https://www.loft2rent.ru/loft/130651/130665/
Семейный лофт ВместеЛофт для бизнеса;Коворкинг, лофт, зал;+79852832090;N/A;https://www.loft2rent.ru/loft/130651/133530/
Семейный лофт на Афонской 25;Лофт, зал, игровой зал, детский центр;509-60-13 (доп 1);https://www.loft2rent.ru/loft/80503/;https://www.loft2rent.ru/loft/80503/111596/
Семейный лофт Сказочный Домик;Лофт, игровой зал, детский центр;+79932815458;N/A;https://www.loft2rent.ru/loft/177124/177126/
СЕРЫЙ;Лофт, фотостудия;+79035558942;https://www.loft2rent.ru/loft/15054/;https://www.loft2rent.ru/loft/15054/15064/
Серый минималистичный лофт с кухней (лофт РАЛЬФ);Лофт, зал, фотостудия, кулинарная студия;8 (939)888-00-08;https://www.loft2rent.ru/loft/1564/;https://www.loft2rent.ru/loft/1564/37412/
"Сеть офисных центров ""Деловой""Переговорная комната в Омега плаза (Автозаводская)";Коворкинг, учебный зал, переговорная;+7 (495) 988-07-32;N/A;https://www.loft2rent.ru/loft/46436/46759/
"Сеть офисных центров ""Деловой""Переговорная комната в Омега плаза (Автозаводская)";Учебный зал, переговорная;+7 (495) 988-07-32;N/A;https://www.loft2rent.ru/loft/46436/46764/
"Сеть офисных центров ""Деловой""Переговорная комната на Курской (БЦ ""Арма"")";Учебный зал, переговорная;+7 (495) 988-07-36;N/A;https://www.loft2rent.ru/loft/46436/46750/
"Сеть офисных центров ""Деловой""Переговорная комната на Курской (БЦ ""Арма"")";Учебный зал, переговорная;+7 (495) 988-07-36;N/A;https://www.loft2rent.ru/loft/46436/46753/
"Сеть офисных центров ""Деловой""Переговорная комната на Курской (БЦ ""Арма"")";Учебный зал, переговорная;+7 (495) 988-07-36;N/A;https://www.loft2rent.ru/loft/46436/46756/
"Сеть офисных центров ""Деловой""Помещение для тренингов, мастер-классов и презентаций.";Конференц-зал, учебный зал, переговорная;+7 495 988-07-31;N/A;https://www.loft2rent.ru/loft/46436/46438/
"Сеть офисных центров ""Деловой""Помещение для тренингов, мастер-классов и презентаций.";Переговорная;+7 495 988-07-31;N/A;https://www.loft2rent.ru/loft/46436/46547/
Сеул;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169472/
Сибирячка и снегирьEvent-space «Mrs. Shrimps»;Лофт, ресторан, бар;+7 (499) 350-05-10;N/A;https://www.loft2rent.ru/loft/168549/168551/
Символ;Лофт;+79776811850;N/A;https://www.loft2rent.ru/loft/174146/174164/
СИНОБИ лофт;Банкетный зал, лофт, зал, концертный зал;+7 (903) 589-53-00;N/A;https://www.loft2rent.ru/loft/186117/186129/
Синяя Цапля;Концертный зал;89831288783;N/A;https://www.loft2rent.ru/loft/114491/114494/
Сицилия;Лофт, фотостудия, антикафе;+7(812) 443-57-02;https://www.loft2rent.ru/loft/83744/;https://www.loft2rent.ru/loft/83744/138516/
Сказка;Зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134717/
Сказка;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169208/
Сказка;Лофт, фотостудия, веранда;8(985)455-10-33;https://www.loft2rent.ru/loft/18038/;https://www.loft2rent.ru/loft/18038/54956/
Сказочный лес;Лофт, зал, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77368/
Скандинавское;Лофт, веранда;+7 9936053121;https://www.loft2rent.ru/loft/30979/;https://www.loft2rent.ru/loft/30979/64698/
Скиния Спейс;Конференц-зал, учебный зал, концертный зал;+7 (916) 515-11-10;N/A;https://www.loft2rent.ru/loft/201426/201447/
Склад №3;Бар, зал, концертный зал;89100879032;N/A;https://www.loft2rent.ru/loft/165296/165298/
СобытИКо;Лофт;89253413314;N/A;https://www.loft2rent.ru/loft/183995/183997/
События в СитиОко 22;Аппартаменты;;N/A;https://www.loft2rent.ru/loft/167442/169613/
События в СитиОКО 56;Аппартаменты;;N/A;https://www.loft2rent.ru/loft/167442/167861/
Современный Loft Москва-сити;Апартаменты;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156392/
СОГЛАСИЕ HALL;Ресторан, зал, конференц-зал, веранда;8 (495) 150-45-91;N/A;https://www.loft2rent.ru/loft/74542/74547/
Сол х Магнето;Лофт, ресторан, бар, клуб;+79264277701;N/A;https://www.loft2rent.ru/loft/20616/26722/
Солнце Севера;Лофт, веранда;89119805145;N/A;https://www.loft2rent.ru/loft/181998/182000/
СОЛТ (SOLT);Фотостудия;+7 (925) 858-24-94;https://www.loft2rent.ru/loft/138720/;https://www.loft2rent.ru/loft/138720/204691/
Соул лофт - уютный домик со своим двором в парке Малютин сад - метро Бауманская;уютный домик со своим двором в парке Малютин сад - метро Бауманская - Лофт, на открытом воздухе, веранда;+7 (931) 111-81-02;https://www.loft2rent.ru/loft/42016/;https://www.loft2rent.ru/loft/42016/44101/
СОЮЗ ХОЛЛ БОЛЬШОЙ ЗАЛ;Банкетный зал, зал, конференц-зал, концертный зал;84950040477;https://www.loft2rent.ru/loft/196155/;https://www.loft2rent.ru/loft/196155/196157/
СОЮЗ ХОЛЛ МАЛЫЙ ЗАЛ;Зал;84950040477;https://www.loft2rent.ru/loft/196155/;https://www.loft2rent.ru/loft/196155/196161/
Спецборт;Зал, теплоход, веранда;+79218888879;https://www.loft2rent.ru/loft/76631/;https://www.loft2rent.ru/loft/76631/139044/
Спорт-холл Лужники;Зал;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/166250/
Спортивный зал Эви;Зал, конференц-зал;+79160876137;https://www.loft2rent.ru/loft/155206/;https://www.loft2rent.ru/loft/155206/155208/
Спэйс;Зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134483/
Средний зал;Учебный зал;+7 (812) 240-78-80;https://www.loft2rent.ru/loft/142338/;https://www.loft2rent.ru/loft/142338/142362/
Средний Лофт;Лофт;+7(812) 443-57-02;https://www.loft2rent.ru/loft/83744/;https://www.loft2rent.ru/loft/83744/132007/
СССР;Лофт, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77245/
ССТ-Центр;Коворкинг, лофт, учебный зал;89990087848;N/A;https://www.loft2rent.ru/loft/168241/175248/
Старт ХабАудитория № 2 на Красном Октябре;Конференц-зал, учебный зал;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/103969/
Старт ХабАудитория № 5 на Красном Октябре;Лофт, зал, конференц-зал;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/165387/
"Старт ХабБар ""Депо. Три вокзала""";Ресторан, бар, зал;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/173082/
"Старт ХабКрыша ""Депо. Три вокзала""";Крыша, веранда;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/173072/
"Старт ХабЛаунж ""Депо. Три вокзала""";Ресторан, зал, конференц-зал, концертный зал;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/173076/
Старт ХабПресс-центр на Красном Октябре;Зал, конференц-зал, учебный зал, концертный зал;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/68303/
Старт ХабСферическая площадка на Красном Октябре;Лофт, зал, конференц-зал, учебный зал;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/45054/
Старт ХабУчебная аудитория №1 на Красном Октябре;Зал, конференц-зал, учебный зал, переговорная;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/45052/
Старт ХабУчебная аудитория №3 на Красном Октябре;Конференц-зал, учебный зал, переговорная;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/68295/
Старт ХабУчебная аудитория №4 на Красном Октябре;Зал, конференц-зал, учебный зал;+7 (499) 455-24-03;N/A;https://www.loft2rent.ru/loft/45041/68299/
Статусный лофт МАВИ на Ордынке;Лофт, бар, особняк;+7 999 405 0699;https://www.loft2rent.ru/loft/151019/;https://www.loft2rent.ru/loft/151019/198142/
"Стеклянный лофт ""ВОЗДУХ"" под мероприятия";Банкетный зал, лофт, конференц-зал, веранда;+79585410041;https://www.loft2rent.ru/loft/97591/;https://www.loft2rent.ru/loft/97591/191478/
Стильная игровая комната в центре Мск!;Бар, игровой зал;89099256100;https://www.loft2rent.ru/loft/53089/;https://www.loft2rent.ru/loft/53089/136684/
Стильное пространство Soft loft со сценой и отдельным входом;Банкетный зал, лофт, зал;+7 985 219 8400;https://www.loft2rent.ru/loft/97467/;https://www.loft2rent.ru/loft/97467/135885/
Стильные апартаменты в Москва-Сити с современными удобствами;Апартаменты, лофт, игровой зал;89649056209;N/A;https://www.loft2rent.ru/loft/170302/170320/
Стильный бар Бард Укулеле для вашего мероприятия!;Бар;+79959196886;https://www.loft2rent.ru/loft/140271/;https://www.loft2rent.ru/loft/140271/140274/
Стильный большой зал ДЮНА и Персид с стеклянным баром;Лофт, зал, ночной клуб, клуб;+79777816590;https://www.loft2rent.ru/loft/108186/;https://www.loft2rent.ru/loft/108186/195015/
Стильный зонированый зал ДЖАВАНДИ;Лофт, ресторан, клуб;+79777816590;https://www.loft2rent.ru/loft/108186/;https://www.loft2rent.ru/loft/108186/109606/
"Стильный лофт ""Венеция"" / Эстетика и уют / 3 мин. от метро Семеновская";Лофт;+7 4998881633;https://www.loft2rent.ru/loft/126908/;https://www.loft2rent.ru/loft/126908/184518/
"Стильный лофт ""Гринвуд"" с неоном и караоке / 3 мин. от метро Семеновская";Лофт;+7 4998881633;https://www.loft2rent.ru/loft/126908/;https://www.loft2rent.ru/loft/126908/126963/
Стильный лофт ГЛАМУР;Лофт, зал;+79777816590;https://www.loft2rent.ru/loft/108186/;https://www.loft2rent.ru/loft/108186/109616/
Стильный лофт на Западе Москвы;Лофт, бар, фотостудия;+79653004704;N/A;https://www.loft2rent.ru/loft/48012/48045/
Стильный лофт с панорамным окном и барной стойкой (лофт БРЭДЛИ);Лофт, зал, фотостудия, переговорная;8 (939)888-00-08;https://www.loft2rent.ru/loft/1564/;https://www.loft2rent.ru/loft/1564/1565/
Стильный лофт с потрясающим видом в Москва-Сити;Апартаменты;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156348/
Стильный уютный зал для вашего события рядом с метро Дмитровская;Лофт, конференц-зал;+79160876137;https://www.loft2rent.ru/loft/155206/;https://www.loft2rent.ru/loft/155206/155209/
Столица;Конференц-зал, фотостудия, учебный зал, кулинарная студия;+7 (953) 858-15-51;N/A;https://www.loft2rent.ru/loft/176325/176327/
СТОУН (STONE);Фотостудия;+7 (925) 858-24-94;https://www.loft2rent.ru/loft/138720/;https://www.loft2rent.ru/loft/138720/139001/
Стрит-Арт;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169499/
"Студия ""Замес""Замес.Гастро-пространство";Лофт, ресторан, кулинарная студия, кальянная;89165783942;N/A;https://www.loft2rent.ru/loft/176487/176665/
"Студия ""Соло""";Коворкинг, учебный зал, переговорная;+79850527854;N/A;https://www.loft2rent.ru/loft/177447/177486/
"Студия ""Электрод""";Лофт, фотостудия, кулинарная студия;89263586569;N/A;https://www.loft2rent.ru/loft/182967/182979/
Студия 42;Лофт, галерея, конференц-зал;+78122133202;https://twitter.com/sevcableport;https://www.loft2rent.ru/loft/80332/80369/
Студия PROSPECT;Коворкинг, лофт, антикафе;89120829050;https://www.loft2rent.ru/loft/83754/;https://www.loft2rent.ru/loft/83754/95508/
"Студия Б-33 | ""Парижская квартира""";Кабинет, переговорная;+79150624544;https://www.loft2rent.ru/loft/69466/;https://www.loft2rent.ru/loft/69466/130108/
Студия для проведения мастер-классовСтудия для проведения мастер-классов;Зал, детский центр, учебный зал;+79852319920;N/A;https://www.loft2rent.ru/loft/135492/135718/
Студия для танцев и вокалаАренда студии 50м2;Коворкинг, зал, учебный зал;+79150593678;N/A;https://www.loft2rent.ru/loft/175546/175557/
Студия достижений ТУДАЗал для тренингов и семинаров;Конференц-зал;+79663164223;N/A;https://www.loft2rent.ru/loft/192425/192428/
Студия йоги и женских практик Храм Женщин;Лофт, зал;87991186986;N/A;https://www.loft2rent.ru/loft/169857/169861/
Студия Том Сойер;Коворкинг, переговорная;89122932755;N/A;https://www.loft2rent.ru/loft/70039/70047/
СтудияСтудия НАТ;Кабинет, коворкинг;+79817464074;N/A;https://www.loft2rent.ru/loft/197636/197642/
Супер скидки до 15 июня.Камерная площадка. Все под ключ.;Лофт, конференц-зал, учебный зал;+7-985-034-53-30;https://www.loft2rent.ru/loft/128345/;https://www.loft2rent.ru/loft/128345/128372/
Сфера;Зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134498/
сфера;Лофт, конференц-зал, концертный зал;+79269540354;N/A;https://www.loft2rent.ru/loft/172102/172109/
СФЕРА;Учебный зал;+79166399660;N/A;https://www.loft2rent.ru/loft/174187/174190/
Счастливые моменты;Лофт;+79505502099;N/A;https://www.loft2rent.ru/loft/123787/123789/
Счастливые моменты Dark;Лофт;+79505502099;https://www.loft2rent.ru/loft/123787/;https://www.loft2rent.ru/loft/123787/135685/
Счастливые моменты Loft;Лофт;+79505502099;https://www.loft2rent.ru/loft/123787/;https://www.loft2rent.ru/loft/123787/154746/
Сёрф лофт;Лофт;+7 (931) 111-81-02;https://www.loft2rent.ru/loft/42016/;https://www.loft2rent.ru/loft/42016/42020/
Таверна «Гарцующий Пони»;Лофт, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77405/
Таверна Белого Волка;Лофт, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77325/
Таганка лофт с верандой, караоке, Playstation 5 на Таганской;Лофт, зал, антикафе;7 (499) 290-58-96;https://www.loft2rent.ru/loft/66644/;https://www.loft2rent.ru/loft/66644/179798/
Таити;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169624/
Тайная комната в Столешниковом переулке;Лофт, зал;+74998773459;https://www.loft2rent.ru/loft/aviator/;https://www.loft2rent.ru/loft/1032/106542/
Танец ШивыЗал для телесных практик, йоги;Зал, спорт-зал;+79015428118;N/A;https://www.loft2rent.ru/loft/129205/129391/
"Танцевальный зал ""Англия""";Зал;+7 (926) 272-72-20;https://www.loft2rent.ru/loft/55683/;https://www.loft2rent.ru/loft/55683/55700/
"Танцевальный зал ""Греция""";Зал;+7 (926) 272-72-20;https://www.loft2rent.ru/loft/55683/;https://www.loft2rent.ru/loft/55683/55698/
"Танцевальный зал ""Испания""";Зал;+7 (926) 272-72-20;https://www.loft2rent.ru/loft/55683/;https://www.loft2rent.ru/loft/55683/55695/
"Танцевальный зал ""Калифорния""";Лофт, зал;+7 (926) 272-72-20;https://www.loft2rent.ru/loft/55683/;https://www.loft2rent.ru/loft/55683/55685/
Твой STARTЗал SPACE;Зал;;N/A;https://www.loft2rent.ru/loft/165330/165843/
Твой STARTЗал TWINE;Кабинет, коворкинг, спорт-зал;;N/A;https://www.loft2rent.ru/loft/165330/165845/
Твой STARTЗал UNITY;Зал, спорт-зал;;N/A;https://www.loft2rent.ru/loft/165330/165846/
Творческая мастерская/лекторий/лофт;Учебный зал;+79774621901;N/A;https://www.loft2rent.ru/loft/117140/117157/
творческий центр Букацудо;Лофт, зал, спорт-зал, учебный зал;+79006336371;N/A;https://www.loft2rent.ru/loft/144394/144396/
"Творческое пространство ""Берёза""";Лофт;+79017042727;N/A;https://www.loft2rent.ru/loft/203648/203692/
Твоя вина - лофт в старинном особняке в современном дизайне;лофт в старинном особняке в современном дизайне  - Лофт;+7 (495)0080403;https://www.loft2rent.ru/loft/30985/;https://www.loft2rent.ru/loft/30985/191458/
Театр;Лофт, зал, антикафе, кальянная;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77094/
Театр 21;Лофт, конференц-зал, фотостудия, концертный зал;+79175992121;N/A;https://www.loft2rent.ru/loft/160040/160042/
Театр don't playЗал для конференций;Конференц-зал, концертный зал;+79917245348;N/A;https://www.loft2rent.ru/loft/163426/163428/
Театр «Легенда»концертный зал;Лофт, бар, зал;+79112390417;N/A;https://www.loft2rent.ru/loft/78035/78734/
Театр «Легенда»концертный зал;Лофт, бар, зал;+79112390417;N/A;https://www.loft2rent.ru/loft/78035/78747/
Театральная компания ТрикстерTrickster Loft;Лофт;+7 926 549-77-29;N/A;https://www.loft2rent.ru/loft/197198/197206/
Театральная мастерская [CAMERA];Лофт, зал, крыша, учебный зал;89169193602;N/A;https://www.loft2rent.ru/loft/167963/192026/
Театральный центр Комната 528 / Театральный центр Комната 528Зал со сценой для мастер-классов, семинаров, тренингов, конференций и выступлений в центре Москвы;Лофт, конференц-зал, учебный зал, концертный зал;+79161947274;N/A;https://www.loft2rent.ru/loft/174792/174804/
Телеграф;Коворкинг, зал, конференц-зал, переговорная;+79770897608;https://www.loft2rent.ru/loft/208767/;https://www.loft2rent.ru/loft/208767/208769/
ТЕПЛО;Лофт, зал, игровой зал;89602358586;N/A;https://www.loft2rent.ru/loft/153056/153058/
"Терра. Лофт для тренингов и мероприятийЗал ""АРИЗОНА""";Коворкинг, лофт;+79132070014;N/A;https://www.loft2rent.ru/loft/108340/108386/
"Терра. Лофт для тренингов и мероприятийЗал ""НЕВАДА""";Зал, учебный зал;+79132070014;N/A;https://www.loft2rent.ru/loft/108340/108364/
"Терра. Лофт для тренингов и мероприятийЗал ""ОГАЙО""";Лофт, переговорная;+79132070014;N/A;https://www.loft2rent.ru/loft/108340/108424/
Терраса Cépage;Ресторан, бар, веранда, кальянная;+79999917444;https://www.loft2rent.ru/loft/199380/;https://www.loft2rent.ru/loft/112609/112684/
Территория Вквадрате;Лофт, конференц-зал, учебный зал, концертный зал;89963046961;N/A;https://www.loft2rent.ru/loft/200197/202099/
Тесла;Лофт, конференц-зал, фотостудия;8-968-973-90-30;https://www.loft2rent.ru/loft/2518/;https://www.loft2rent.ru/loft/2518/27324/
ТЕСЛА;Зал;+74952924217;https://www.loft2rent.ru/loft/53255/;https://www.loft2rent.ru/loft/53255/71113/
Титан;Лофт, фотостудия;8-968-973-90-30;https://www.loft2rent.ru/loft/2518/;https://www.loft2rent.ru/loft/2518/1711/
Тиффани;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169212/
Тиффани - изысканный лофт с мебелью, светомузыкой, караоке и диско-шаром!;изысканный лофт с мебелью, светомузыкой, караоке и диско-шаром! - Лофт, зал, антикафе;+7 495 191 41 57;https://www.loft2rent.ru/loft/142644/;https://www.loft2rent.ru/loft/142644/142918/
Токио;Игровой зал, антикафе;+7(812) 443-57-02;https://www.loft2rent.ru/loft/83744/;https://www.loft2rent.ru/loft/83744/84976/
Токио - лофт в японском стиле с модным дизайном, современным световым и звуковым оборудованием!;лофт в японском стиле с модным дизайном, современным световым и звуковым оборудованием! - Лофт, зал, антикафе;+7 495 191 41 57;https://www.loft2rent.ru/loft/142644/;https://www.loft2rent.ru/loft/142644/142910/
ТОМ1;Лофт, кальянная;89677786877;N/A;https://www.loft2rent.ru/loft/125883/125885/
тренинг центр;Зал;+74957456789;N/A;https://www.loft2rent.ru/loft/182399/184157/
Тренинг-центр на Пресне, малый зал 35 м2;Кабинет, коворкинг, переговорная;+7 (495) 130-11-27;https://www.loft2rent.ru/loft/207105/;https://www.loft2rent.ru/loft/207105/207716/
Тринити;Лофт, фотостудия;+79935905884;https://www.loft2rent.ru/loft/92780/;https://www.loft2rent.ru/loft/92780/124415/
Трудмос;Банкетный зал;89150401164;N/A;https://www.loft2rent.ru/loft/198917/198919/
Тёплая купольная беседка с панорамной верандой;Крыша, шатер, веранда;+7(930)036-82-07;https://www.loft2rent.ru/loft/43392/;https://www.loft2rent.ru/loft/43392/140142/
уГОСТимЗИЛзал;Банкетный зал, спорт-зал, конференц-зал, учебный зал;+79161804698;N/A;https://www.loft2rent.ru/loft/178764/202368/
Удобные помещения для тренингов и мастер-классовПомещение для тренингов и детских мероприятий 30 м2 в 7 минутах от метро Щукинскаяо;Учебный зал;89859313464;N/A;https://www.loft2rent.ru/loft/132768/132776/
Удобные помещения для тренингов и мастер-классовУдобный учебный класс для тренингов 22 м2 в 6 минутах от метро Щукинская;Учебный зал;89859313464;N/A;https://www.loft2rent.ru/loft/132768/132773/
Уединенный VIP-зал караоке №3;Зал, ночной клуб;+74991163697;https://www.loft2rent.ru/loft/103317/;https://www.loft2rent.ru/loft/103317/209137/
УКТ (Участок Кабельной Тары);Лофт, зал, галерея;+78122133202;https://twitter.com/sevcableport;https://www.loft2rent.ru/loft/80332/80365/
"Уличная площадка ""Кристалл Плейс"" Лужники";Шатер, на открытом воздухе;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/180448/
