Название компании,Название сделки,Телефон,Email,Сайт
Арма Лофт. Уютный кинозал,Арма Лофт. Уютный кинозал,79584974206,,https://www.reveltime.ru/venue/6472635?eventtype=vecherinka
АРТ Буffет,АРТ Буffет,79859917766,,https://www.loft2rent.ru/loft/161079/165045
"Арт Лофт А53 на ""Красном Октябре""","Арт Лофт А53 на ""Красном Октябре""",79851098054,,https://www.loft2rent.ru/loft/115632
"Арт Пространство ""Тайная"" с камином террасой и отдельным входом","Арт Пространство ""Тайная"" с камином террасой и отдельным входом",79269995948,,https://www.loft2rent.ru/loft/85351
"Арт пространство Грин Тайм для проведения мероприятий. Студия компании ""Солнечный я"" - детские праздникиАрт пространство Грин Тайм для проведения мероприятий. Студия компании ""Солнечный я"" - детские праздники","Арт пространство Грин Тайм для проведения мероприятий. Студия компании ""Солнечный я"" - детские праздникиАрт пространство Грин Тайм для проведения мероприятий. Студия компании ""Солнечный я"" - детские праздники",79089210504,,https://www.loft2rent.ru/loft/127110/127114
Арт холл «Президент»,Арт холл «Президент»,79250106304,,https://www.loft2rent.ru/loft/37496/37517
Арт-квартира,Арт-квартира,79969805056,,https://www.loft2rent.ru/loft/40532
Арт-Клуб DUSHA,Арт-Клуб DUSHA,79812500025,,https://www.loft2rent.ru/loft/160753
"арт-оранжерея ""ЛюбаПетя""ЛюбаПетя на Лесопарковой 5к2","арт-оранжерея ""ЛюбаПетя""ЛюбаПетя на Лесопарковой 5к2",79026185600,,https://www.loft2rent.ru/loft/137096/168233
"арт-оранжерея ""ЛюбаПетя""ЛюбаПетя на Свободы 2к5","арт-оранжерея ""ЛюбаПетя""ЛюбаПетя на Свободы 2к5",79026185600,,https://www.loft2rent.ru/loft/137096/137104
Арт-пространство «Кристофер»Просторный зал на 1905г,Арт-пространство «Кристофер»Просторный зал на 1905г,79257803535,,https://www.loft2rent.ru/loft/37250/37346
Арт-пространство «Кристофер»Уютный коворкинг на 1905г(Библиотека),Арт-пространство «Кристофер»Уютный коворкинг на 1905г(Библиотека),79257803535,,https://www.loft2rent.ru/loft/37250/37343
Арт-пространство «Кристофер»Уютный Лофт на 1905г,Арт-пространство «Кристофер»Уютный Лофт на 1905г,79257803535,,https://www.loft2rent.ru/loft/37250/37267
Арт-пространство АмареАрт-пространство Амаре,Арт-пространство АмареАрт-пространство Амаре,79778488845,,https://www.loft2rent.ru/loft/208223/208236
Арт-пространство БайресАрт-пространство Байрес,Арт-пространство БайресАрт-пространство Байрес,79269026968,,https://www.loft2rent.ru/loft/194664/208135
Арт-пространство на Таганской,Арт-пространство на Таганской,79265262480,,https://www.loft2rent.ru/loft/8151/26516
Арт-пространство на ТаганскойANALOG,Арт-пространство на ТаганскойANALOG,79265262480,,https://www.loft2rent.ru/loft/8151/46148
Арт-пространство Палуба,Арт-пространство Палуба,79826752485,,https://www.loft2rent.ru/loft/71337/71346
"Арт-пространство Тайная:Променад для ваших событий, 170 кв.м, с отдельным входом,  в парке на набережной","Арт-пространство Тайная:Променад для ваших событий, 170 кв.м, с отдельным входом,  в парке на набережной",79269995948,,https://www.loft2rent.ru/loft/85351
"Арт-пространство, лофт для взрослыхМузей любви ""Точка G""","Арт-пространство, лофт для взрослыхМузей любви ""Точка G""",79999776524,,https://www.loft2rent.ru/loft/181897/181899
Арт-резиденция «Русская дача»Арт-резиденция,Арт-резиденция «Русская дача»Арт-резиденция,79255047077,,https://www.loft2rent.ru/loft/199074/199076
Арт-студия Сфера,Арт-студия Сфера,79775378600,,https://www.loft2rent.ru/loft/87373/87377
Арт-холл Лужники,Арт-холл Лужники,74959092663,,https://www.loft2rent.ru/loft/164090
Арт-центр ИЛА,Арт-центр ИЛА,79218715942,,https://www.loft2rent.ru/loft/95845/97609
Арт-центр ИСИ Арт-центр ИСИ,Арт-центр ИСИ Арт-центр ИСИ,79099639478,,https://www.loft2rent.ru/loft/185798/185800
Артико Холл,Артико Холл,79363166867,,https://www.loft2rent.ru/loft/193063/193071
Архангельское,Архангельское,74985689580,dir@arhangelskoe.su,https://arhangelskoe.su
Ассоциация Врачей Авиационной Медицины,Ассоциация Врачей Авиационной Медицины,,,https://avam-avia.ru
Ателье Благородная Гниль,Ателье Благородная Гниль,79214289491,,https://www.loft2rent.ru/loft/168932
Атлант,Атлант,79689739030,,https://www.loft2rent.ru/loft/2518
АТМОквестDrevo лофт на закрытой территории! / Древо лофт,АТМОквестDrevo лофт на закрытой территории! / Древо лофт,79160106636,,https://www.loft2rent.ru/loft/67266/47552
АТМОквестВаршава лофт,АТМОквестВаршава лофт,79160106636,,https://www.loft2rent.ru/loft/67266/177279
Атмосферное пространство,Атмосферное пространство,79813376418,,https://www.reveltime.ru/venue/5474506?eventtype=vecherinka
Атмосферный зал 60 м² на Чистых прудах для любых мероприятий,Атмосферный зал 60 м² на Чистых прудах для любых мероприятий,79175091916,,https://www.loft2rent.ru/loft/74665
"Атмосферный лофт ""Диор"" - сочетание роскоши и комфорта / 3 мин. от метро Семеновская","Атмосферный лофт ""Диор"" - сочетание роскоши и комфорта / 3 мин. от метро Семеновская",74998881633,,https://www.loft2rent.ru/loft/126908
атмосферный лофт на БаррикаднойУютный лофт на Никитской,атмосферный лофт на БаррикаднойУютный лофт на Никитской,79257405902,,https://www.loft2rent.ru/loft/172676/172688
Атомэнергопром,Атомэнергопром,74959692936,info@atomenergoprom.ru,https://www.atomenergoprom.ru
Атон,Атон,78003336677,20clients@aton.ru,https://aton.ru
Аудитория ПромРесурс на водномАудитория на водном,Аудитория ПромРесурс на водномАудитория на водном,79152070137,,https://www.loft2rent.ru/loft/33330/33332
Афиша / Rambler&Co,Афиша / Rambler&Co,,adb@afisha.ru,https://www.afisha.ru
АФК «Система»,АФК «Система»,74957300330,afknoreply@dabb.ru,https://www.sistema.ru
Африка,Африка,78126067020,,https://www.loft2rent.ru/loft/169051
Ацтеки,Ацтеки,78126067020,,https://www.loft2rent.ru/loft/169051
АэродинамикаThe Base,АэродинамикаThe Base,79164125699,,https://www.loft2rent.ru/loft/122928/122932
Бабл-гам,Бабл-гам,74954780638,,https://www.loft2rent.ru/loft/109926
База отдыха ЗаветноеАктовый зал с деревянным покрытием,База отдыха ЗаветноеАктовый зал с деревянным покрытием,781232348535,,https://www.loft2rent.ru/loft/161069/161186
База отдыха ЗаветноеУчебный класс для тренингов и семинаров,База отдыха ЗаветноеУчебный класс для тренингов и семинаров,781232348535,,https://www.loft2rent.ru/loft/161069/161203
База отдыха ЗаветноеШатер,База отдыха ЗаветноеШатер,781232348535,,https://www.loft2rent.ru/loft/161069/161179
База Отдыха Остров Рыболовная усадьба,База Отдыха Остров Рыболовная усадьба,,,https://ostrovok.ru/hotel/russia/moscow/mid10268813/rybolovnaya_usadba_ostrov_2
Базовая переговорная комната до 12 человек,Базовая переговорная комната до 12 человек,79804300888,,https://www.loft2rent.ru/loft/199576
Байкал,Байкал,79689739030,,https://www.loft2rent.ru/loft/2518
Бакарди,Бакарди,74954780638,,https://www.loft2rent.ru/loft/109926
Балдеть сюда,Балдеть сюда,79999604107,,https://www.loft2rent.ru/loft/129446
Бали,Бали,79150127722,,https://www.loft2rent.ru/loft/116807
Балтика (Carlsberg бывш.),Балтика (Carlsberg бывш.),,,https://www.baltika.ru
Банк 131,Банк 131,78001001310,album_hero@2x-2be167db7c43b35da0ec2f6853a80fb0.png,https://bank131.ru
Банк Держава,Банк Держава,78003020480,,https://derzhava.ru
Банк ДОМ.РФ,Банк ДОМ.РФ,78007001701,,https://domrfbank.ru
Банк Интеза,Банк Интеза,78002008008,appstore@2x.png,https://bancaintesa.ru
Банк Казани,Банк Казани,78007751877,,https://bankofkazan.ru
Банк Кремлевский,Банк Кремлевский,74992418814,info@kremlinbank.ru,https://kremlinbank.ru
Банк Левобережный,Банк Левобережный,73833600900,root@nskbl.ru,https://nskbl.ru
Банк Финсервис,Банк Финсервис,74957777787,ipoteka.kanikuly@finsb.ru,https://finsb.ru
"Банкетный зал ""Каретный двор""","Банкетный зал ""Каретный двор""",79250520976,,https://www.loft2rent.ru/loft/125499
"Банкетный зал ""Каспий""","Банкетный зал ""Каспий""",79911788697,,https://www.loft2rent.ru/loft/153869/153872
"Банкетный зал ""Каспий""Лотф Фабрика","Банкетный зал ""Каспий""Лотф Фабрика",79911788697,,https://www.loft2rent.ru/loft/153869/173307
"Банкетный зал ""Ретро"" Банкетный зал ""Ретро""","Банкетный зал ""Ретро"" Банкетный зал ""Ретро""",79859220752,,https://www.loft2rent.ru/loft/194215/194217
Банкетный зал Fursa,Банкетный зал Fursa,79032143774,,https://www.loft2rent.ru/loft/208085
Банкетный зал Parrots,Банкетный зал Parrots,79036147119,,https://www.loft2rent.ru/loft/198727
Банкетный зал River PalaceРесторан The River.,Банкетный зал River PalaceРесторан The River.,79990349081,,https://www.loft2rent.ru/loft/100328/100463
Банкетный зал Stroganoff,Банкетный зал Stroganoff,79036147119,,https://www.loft2rent.ru/loft/198727
Банкетный зал «Высота5642 на Якиманке»,Банкетный зал «Высота5642 на Якиманке»,74951292943,,https://www.loft2rent.ru/loft/156779/156781
Банкетный зал «Выставка» на ВДНХ,Банкетный зал «Выставка» на ВДНХ,79684559341,,https://www.loft2rent.ru/loft/208132/209372
Банкетный зал Аманд,Банкетный зал Аманд,79036147119,,https://www.loft2rent.ru/loft/198727
Банкетный зал Барский,Банкетный зал Барский,79250520976,,https://www.loft2rent.ru/loft/125499
Банкетный зал ВДНХ,Банкетный зал ВДНХ,79585410041,,https://www.loft2rent.ru/loft/97591
Банкетный Зал Верба,Банкетный Зал Верба,79959196886,,https://www.loft2rent.ru/loft/140271
Банкетный зал Мир у Озера,Банкетный зал Мир у Озера,79036147119,,https://www.loft2rent.ru/loft/198727
Банкетный зал Ржевский,Банкетный зал Ржевский,79036147119,,https://www.loft2rent.ru/loft/198727
Банкетный зал Тиара,Банкетный зал Тиара,79036147119,,https://www.loft2rent.ru/loft/198727
Банкетный зал Эйфория,Банкетный зал Эйфория,79036147119,,https://www.loft2rent.ru/loft/198727
Банкетный ЗалБанкетный зал,Банкетный ЗалБанкетный зал,79990096918,,https://www.loft2rent.ru/loft/102060/155234
Банкетный Комплекс_на Авиамоторной,Банкетный Комплекс_на Авиамоторной,79264661718,,https://www.loft2rent.ru/loft/77474
"Бар ""Зачёт""","Бар ""Зачёт""",74951572081,,https://www.loft2rent.ru/loft/199629
"Бар ""Край""","Бар ""Край""",79856250121,,https://www.loft2rent.ru/loft/187819/187822
Бар 2 крыла. Хоббит Хаус,Бар 2 крыла. Хоббит Хаус,79893636021,,https://www.reveltime.ru/venue/3319529?eventtype=vecherinka
Бар 4 попугая,Бар 4 попугая,79779970269,,https://www.loft2rent.ru/loft/184548/184553
Бар 44. Лофт,Бар 44. Лофт,79663644441,,https://www.reveltime.ru/venue/726221?eventtype=vecherinka
Бар IlluminatorБар ILLUMINATOR,Бар IlluminatorБар ILLUMINATOR,79998284900,,https://www.loft2rent.ru/loft/78727/78730
бар Mishka,бар Mishka,78123132925,,https://www.loft2rent.ru/loft/103117/103125
Бар «Старая Америка» в центре Москвы,Бар «Старая Америка» в центре Москвы,79164400130,,https://www.loft2rent.ru/loft/101001
"Бар Бар ""А что если?""","Бар Бар ""А что если?""",79771506923,,https://www.loft2rent.ru/loft/172633/172675
Бар Барные ТанцыБар Барные Танцы (Гадкий Койот),Бар Барные ТанцыБар Барные Танцы (Гадкий Койот),79063269129,,https://www.loft2rent.ru/loft/131728/131811
бар География,бар География,74951355450,,https://www.loft2rent.ru/loft/2003
бар Заря90х,бар Заря90х,79147022890,,https://www.loft2rent.ru/loft/108647
Бар на Красносельской,Бар на Красносельской,79164400130,,https://www.loft2rent.ru/loft/101001
Бар с Бильрядом3-х этажный особняк на Новокузнейкой 410м2,Бар с Бильрядом3-х этажный особняк на Новокузнейкой 410м2,79152733347,,https://www.loft2rent.ru/loft/155298/202492
"Бар с БильрядомБар с бильярдом ""БТК""","Бар с БильрядомБар с бильярдом ""БТК""",79932790619,,https://www.loft2rent.ru/loft/155298/155320
Бар с террасой,Бар с террасой,74991131095,,https://www.loft2rent.ru/loft/9768
Бар Танцы food&people,Бар Танцы food&people,79851194709,,https://www.loft2rent.ru/loft/190583/190585
Барби,Барби,78126067020,,https://www.loft2rent.ru/loft/169051
Барби,Барби,78124435702,,https://www.loft2rent.ru/loft/83744
"Барби - розовый лофт с диско-шаром, фотозоной и караоке!","Барби - розовый лофт с диско-шаром, фотозоной и караоке!",74951914157,,https://www.loft2rent.ru/loft/142644
Барин Резиденс Центр,Барин Резиденс Центр,,,https://ostrovok.ru/hotel/russia/moscow/mid8854270/barin_rezidence_balchug
Бармалей,Бармалей,79629939200,,https://www.loft2rent.ru/loft/114920/114923
Барное - творческое пространство ИНСАЙД,Барное - творческое пространство ИНСАЙД,79112793938,,https://www.loft2rent.ru/loft/94069
Барный кластер в АТС на Некрасова,Барный кластер в АТС на Некрасова,79222688548,,https://www.loft2rent.ru/loft/166206/166208
Барокко. Элегантный лофт,Барокко. Элегантный лофт,79346699837,,https://www.reveltime.ru/venue/9217519?eventtype=vecherinka
БАХРУШИНЪ LOFT. Лофт с арочными окнами,БАХРУШИНЪ LOFT. Лофт с арочными окнами,79168359422,,https://www.reveltime.ru/venue/635946?eventtype=vecherinka
БАХРУШИНЪ LOFT. Светлый лофт премиум-класса,БАХРУШИНЪ LOFT. Светлый лофт премиум-класса,79168359422,,https://www.reveltime.ru/venue/635877?eventtype=vecherinka
БАХРУШИНЪ LOFTСветлый зал на Алексеевской с верандой и барбекю,БАХРУШИНЪ LOFTСветлый зал на Алексеевской с верандой и барбекю,79168359422,,https://www.loft2rent.ru/loft/1248/1249
БАХРУШИНЪ LOFTТёмный зал на Алексеевской с верандой и барбекю,БАХРУШИНЪ LOFTТёмный зал на Алексеевской с верандой и барбекю,79168359422,,https://www.loft2rent.ru/loft/1248/1252
Башня Старка,Башня Старка,78122007818,,https://www.loft2rent.ru/loft/75982
ББР Банк,ББР Банк,74953639162,post@bbr.ru,https://bbr.ru
Безумное чаепитие,Безумное чаепитие,78122007818,,https://www.loft2rent.ru/loft/75982
БелККа на Белорусской.,БелККа на Белорусской.,79264661718,,https://www.loft2rent.ru/loft/77474
Белуга,Белуга,74959010336,,http://belugamoscow.ru/
Белый зал,Белый зал,79164961191,,https://www.loft2rent.ru/loft/44815
Белый зал,Белый зал,79296303019,,https://www.loft2rent.ru/loft/5676
Белый Зал/Белый лофт/White HallБелый Зал/Белый лофт/White Hall,Белый Зал/Белый лофт/White HallБелый Зал/Белый лофт/White Hall,79169291659,,https://www.loft2rent.ru/loft/188049/188053
БЕЛЫЙ ЛОФТ,БЕЛЫЙ ЛОФТ,79965349615,,https://www.loft2rent.ru/loft/126318
Белый лофт,Белый лофт,79346644195,,https://www.reveltime.ru/venue/462823?eventtype=vecherinka
Белый Лофт в парке Сокольники,Белый Лофт в парке Сокольники,79167968682,,https://www.loft2rent.ru/loft/1145/26543
Белый лофт для тренингов и обучений,Белый лофт для тренингов и обучений,79258696615,,https://www.loft2rent.ru/loft/1555/41060
Белый Лофт с верандой на Нагатинской,Белый Лофт с верандой на Нагатинской,79258696615,,https://www.loft2rent.ru/loft/1555/26629
Белый минималистичный лофт с кухней и панорамными окнами (лофт МОНИКА),Белый минималистичный лофт с кухней и панорамными окнами (лофт МОНИКА),79398880008,,https://www.loft2rent.ru/loft/1564
Берег,Берег,79689739030,,https://www.loft2rent.ru/loft/2518
Бериот танцевальный ресторан на Новом Арбате,Бериот танцевальный ресторан на Новом Арбате,79255165332,,https://www.loft2rent.ru/loft/172081
Берлин,Берлин,79629037706,,https://www.loft2rent.ru/loft/105745/105752
Бертгольд центрИвент холл Бертгольд центра,Бертгольд центрИвент холл Бертгольд центра,79910477407,,https://www.loft2rent.ru/loft/159928/160052
беседка веранда,беседка веранда,79857776453,,https://www.loft2rent.ru/loft/106924
БЖФ Банк,БЖФ Банк,74992834874,info@bgfbank.ru,https://bgfbank.ru
Библиотека,Библиотека,74993703816,,https://www.loft2rent.ru/loft/29857
Библиотека 161,Библиотека 161,79152767259,,https://www.loft2rent.ru/loft/132313/132315
Библиотека ВинаМузей винной этикетки,Библиотека ВинаМузей винной этикетки,79197712465,,https://www.loft2rent.ru/loft/124712/124714
"Библиотека № 164 ""Просвещение трудящихся""","Библиотека № 164 ""Просвещение трудящихся""",79261421775,,https://www.loft2rent.ru/loft/61030/61033
Библиотека №163Зал мероприятий,Библиотека №163Зал мероприятий,79166136321,,https://www.loft2rent.ru/loft/48357/132851
Библиотека №166 им. 1-го МаяБиблиотека №166 им. 1-го Мая - Большой зал,Библиотека №166 им. 1-го МаяБиблиотека №166 им. 1-го Мая - Большой зал,849568242222685,,https://www.loft2rent.ru/loft/48357/48361
Библиотека №166 им. 1-го МаяБиблиотека №166 им. 1-го Мая - Малый зал,Библиотека №166 им. 1-го МаяБиблиотека №166 им. 1-го Мая - Малый зал,849568242222685,,https://www.loft2rent.ru/loft/48357/173044
Библиотека №1Библиотека №1,Библиотека №1Библиотека №1,79060496233,,https://www.loft2rent.ru/loft/210633/210635
"бизнес-отель ""Россо Рива""Библиотека","бизнес-отель ""Россо Рива""Библиотека",74957952444,,https://www.loft2rent.ru/loft/42712/42716
"бизнес-отель ""Россо Рива""Венеция","бизнес-отель ""Россо Рива""Венеция",74957952444,,https://www.loft2rent.ru/loft/42712/42714
"бизнес-отель ""Россо Рива""Милан","бизнес-отель ""Россо Рива""Милан",74957952444,,https://www.loft2rent.ru/loft/42712/42718
"бизнес-отель ""Россо Рива""Палермо","бизнес-отель ""Россо Рива""Палермо",74957952444,,https://www.loft2rent.ru/loft/42712/42729
"бизнес-отель ""Россо Рива""Ресторан Россо Рива с Каминным залом","бизнес-отель ""Россо Рива""Ресторан Россо Рива с Каминным залом",74957952444,,https://www.loft2rent.ru/loft/42712/42726
"бизнес-отель ""Россо Рива""Римини","бизнес-отель ""Россо Рива""Римини",74957952444,,https://www.loft2rent.ru/loft/42712/42735
"бизнес-отель ""Россо Рива""Сан-Ремо","бизнес-отель ""Россо Рива""Сан-Ремо",74957952444,,https://www.loft2rent.ru/loft/42712/42731
"бизнес-отель ""Россо Рива""Флоренция","бизнес-отель ""Россо Рива""Флоренция",74957952444,,https://www.loft2rent.ru/loft/42712/42733
Бизнес-отель «Времена Года»,Бизнес-отель «Времена Года»,,,https://ostrovok.ru/hotel/russia/moscow/mid7692949/hotel_radishchevskaya_at_taganka
Бильярдный клуб Double KissPrivate Space с бильярдом (малый зал до 10 человек) в фудмолле Три Вокзала.Депо,Бильярдный клуб Double KissPrivate Space с бильярдом (малый зал до 10 человек) в фудмолле Три Вокзала.Депо,79032602220,,https://www.loft2rent.ru/loft/185623/186124
Бильярдный клуб Double KissБильярд в фудмолле Три вокзала.Депо,Бильярдный клуб Double KissБильярд в фудмолле Три вокзала.Депо,79032602220,,https://www.loft2rent.ru/loft/185623/185668
Биологический музей Тимирязева,Биологический музей Тимирязева,74992523681,dfku-excursioncultur@culture.mos.ru,https://www.gbmt.ru
Биркрафт Бар,Биркрафт Бар,79104423061,,https://www.loft2rent.ru/loft/89397/89403
БК клуб,БК клуб,74993402808,,https://www.loft2rent.ru/loft/198987/198997
Благородная гнильДворец Олимпия,Благородная гнильДворец Олимпия,79219089980,,https://www.loft2rent.ru/loft/141287/141289
Благородная гнильМьюзик-бар Литейный 14,Благородная гнильМьюзик-бар Литейный 14,79219089980,,https://www.loft2rent.ru/loft/141287/173216
Благотворительный Культурный Фонд «Новые Русские сезоны»,Благотворительный Культурный Фонд «Новые Русские сезоны»,,info@russian-seasons.com,https://russian-seasons.com
Богема,Богема,74954780638,,https://www.loft2rent.ru/loft/109926
Богема,Богема,78126067020,,https://www.loft2rent.ru/loft/169051
БОЛЬШОЙ,БОЛЬШОЙ,79035558942,,https://www.loft2rent.ru/loft/15054
Большой зал,Большой зал,78122407880,,https://www.loft2rent.ru/loft/142338
Большой зал для мероприятий,Большой зал для мероприятий,79637687698,,https://www.loft2rent.ru/loft/65867
Большой зал на Балтийской,Большой зал на Балтийской,78122408585,,https://www.loft2rent.ru/loft/144088
Большой Каминный Зал,Большой Каминный Зал,79523735870,,https://www.loft2rent.ru/loft/81543
Большой конференц-зал в Лужниках,Большой конференц-зал в Лужниках,74959092663,,https://www.loft2rent.ru/loft/164090
"БОЛЬШОЙ ЛОФТ 100М2 С БИЛЬЯРДОМ, ПРОЕКТОРОМ, НАСТОЛЬНЫМ ТЕННИСОМ И ДАРТС!","БОЛЬШОЙ ЛОФТ 100М2 С БИЛЬЯРДОМ, ПРОЕКТОРОМ, НАСТОЛЬНЫМ ТЕННИСОМ И ДАРТС!",79120829050,,https://www.loft2rent.ru/loft/83754
БОЛЬШОЙ ФИОЛЕТОВЫЙ ЗАЛ,БОЛЬШОЙ ФИОЛЕТОВЫЙ ЗАЛ,79120829050,,https://www.loft2rent.ru/loft/83754
Боулинг-отель Новые Горки,Боулинг-отель Новые Горки,,,https://ostrovok.ru/hotel/russia/moscow/mid7709714/boulingotel_novye_gorki
Бохо,Бохо,78126067020,,https://www.loft2rent.ru/loft/169051
Браун,Браун,74954780638,,https://www.loft2rent.ru/loft/109926
БРАШ (BRASH),БРАШ (BRASH),79258582494,,https://www.loft2rent.ru/loft/138720
БРИЗ (BREEZE),БРИЗ (BREEZE),79258582494,,https://www.loft2rent.ru/loft/138720
БРОСКО ЛОФТ,БРОСКО ЛОФТ,79965349615,,https://www.loft2rent.ru/loft/126318
Бруклин,Бруклин,74954780638,,https://www.loft2rent.ru/loft/109926
Брусницын Лофт Брусницын Лофт,Брусницын Лофт Брусницын Лофт,79534102276,,https://www.loft2rent.ru/loft/140258/140263
БСА Конф Лужники,БСА Конф Лужники,74959092663,,https://www.loft2rent.ru/loft/164090
Бутик в БутикеПространство для камерных мероприятий Бутик в Бутике,Бутик в БутикеПространство для камерных мероприятий Бутик в Бутике,79994604450,,https://www.loft2rent.ru/loft/202669/202673
Бутик Отель Брайтон,Бутик Отель Брайтон,,,https://ostrovok.ru/hotel/russia/moscow/mid7400924/brighton_hotel
Бутик-отель Axis.Moscow Heritage,Бутик-отель Axis.Moscow Heritage,,,https://ostrovok.ru/hotel/russia/moscow/mid11292139/axismoscow_heritage_aparthotel
Бутик-Отель Loft,Бутик-Отель Loft,,,https://ostrovok.ru/hotel/russia/moscow/mid8871248/loft_boutique_hotel_2
Бутик-отель PR Myasnitsky,Бутик-отель PR Myasnitsky,,,https://ostrovok.ru/hotel/russia/moscow/mid8753290/pr_myasnitsky_boutique_hotel
Бутик-отель Twelve Reasons,Бутик-отель Twelve Reasons,,,https://ostrovok.ru/hotel/russia/moscow/mid10367887/twelve_reasons_butikhotel
Бутик-Отель Арбат 6,Бутик-Отель Арбат 6,,,https://ostrovok.ru/hotel/russia/moscow/mid8745238/arbat_6_hotel
Бутик-отель Казначейский,Бутик-отель Казначейский,,,https://ostrovok.ru/hotel/russia/moscow/mid11323757/kaznacheyskiy_boutique_hotel
Бутик-Отель Люмьер,Бутик-Отель Люмьер,,,https://ostrovok.ru/hotel/russia/moscow/mid9084809/lyumer_butikhotel
Бутик-Отель П 17 / P 17 Hotel,Бутик-Отель П 17 / P 17 Hotel,,,https://ostrovok.ru/hotel/russia/moscow/mid9741283/p_17_hotel
Бутик-отель Палаты Хованских,Бутик-отель Палаты Хованских,,,https://ostrovok.ru/hotel/russia/moscow/mid11341011/palaty_khovanskikh_butikhotel
Бутик-отель Петровка 26,Бутик-отель Петровка 26,,,https://ostrovok.ru/hotel/russia/moscow/mid10675430/petrovka_26_boutiquehotel
Бутик-Отель Регул,Бутик-Отель Регул,,,https://ostrovok.ru/hotel/russia/moscow/mid8848163/russkie_sezonyi
Бутик-отель Румс,Бутик-отель Румс,,,https://ostrovok.ru/hotel/russia/moscow/mid8169297/otel_the_rooms
Бутик-отель Семь Слонов,Бутик-отель Семь Слонов,,,https://ostrovok.ru/hotel/russia/moscow/mid13108661/7_slonov_boutique_hotel
Бутик-отель Софит,Бутик-отель Софит,,,https://ostrovok.ru/hotel/russia/moscow/mid8849518/sofit_butikhotel
Бутик-Отель Чемодановъ,Бутик-Отель Чемодановъ,,,https://ostrovok.ru/hotel/russia/moscow/mid8744325/chemodanov_butikhotel
"Бутиковый лофт ""Гештальт клуб"" в старинном особняке на Чистых прудах","Бутиковый лофт ""Гештальт клуб"" в старинном особняке на Чистых прудах",79014172460,,https://www.loft2rent.ru/loft/102611
Бухта Майями,Бухта Майями,78122007818,,https://www.loft2rent.ru/loft/75982
БЦ STROTSKISEvent Пространство,БЦ STROTSKISEvent Пространство,79645119243,,https://www.loft2rent.ru/loft/110939/110959
БЦ STROTSKISSLAB BAR,БЦ STROTSKISSLAB BAR,79645119243,,https://www.loft2rent.ru/loft/110939/114117
БЦ STROTSKISКонференц зал,БЦ STROTSKISКонференц зал,79645119243,,https://www.loft2rent.ru/loft/110939/110941
БЦ STROTSKISПереговорная EAST,БЦ STROTSKISПереговорная EAST,79645119243,,https://www.loft2rent.ru/loft/110939/110948
БЦ STROTSKISПереговорная WEST,БЦ STROTSKISПереговорная WEST,79645119243,,https://www.loft2rent.ru/loft/110939/110952
БЦ STROTSKISРесторан-Караоке COSMO,БЦ STROTSKISРесторан-Караоке COSMO,79645119243,,https://www.loft2rent.ru/loft/110939/114066
Бывший ресторан Demi (Деми). Пространство с панорамными окнами,Бывший ресторан Demi (Деми). Пространство с панорамными окнами,79346642952,,https://www.reveltime.ru/venue/8240012?eventtype=vecherinka
БыстроБанк,БыстроБанк,78003332265,,https://bystrobank.ru
Бэкстейдж лофт на Красном Октябре с караоке и камином,Бэкстейдж лофт на Красном Октябре с караоке и камином,79165699364,,https://www.loft2rent.ru/loft/66644
Бэтмен,Бэтмен,78122007818,,https://www.loft2rent.ru/loft/75982
Бюро Горбунова Учебный класс Бюро Горбунова,Бюро Горбунова Учебный класс Бюро Горбунова,79256566293,,https://www.loft2rent.ru/loft/189623/189626
БЮРО хороших событий. Лофт Олив,БЮРО хороших событий. Лофт Олив,79893636021,,https://www.reveltime.ru/venue/8620742?eventtype=vecherinka
Вагнер,Вагнер,79689739030,,https://www.loft2rent.ru/loft/2518
Вайлдберриз Банк,Вайлдберриз Банк,,info@wb-bank.ru,https://wb-bank.ru
Ван Гог - Светлый лофт в центре Москвы,Ван Гог - Светлый лофт в центре Москвы,74950327390,,https://www.loft2rent.ru/loft/5581
ВАТТ,ВАТТ,74952924217,,https://www.loft2rent.ru/loft/53255
ВБРР,ВБРР,74956628154,bank@vbrr.ru,https://vbrr.ru
ВГТРК,ВГТРК,,info@vgtrk.com,https://vgtrk.ru
ВГТРК Продакшн,ВГТРК Продакшн,,info@vgtrk.com,https://vgtrk.ru
ВДНХ,ВДНХ,74955443400,457227b83f0142d7b132b18b3e2b6238@glitchtip.vdnh,https://vdnh.ru
ВДНХ (музейный комплекс),ВДНХ (музейный комплекс),74955443400,457227b83f0142d7b132b18b3e2b6238@glitchtip.vdnh,https://vdnh.ru
Вебинарная комната для работы за компьютером,Вебинарная комната для работы за компьютером,79898415534,,https://www.loft2rent.ru/loft/157491
Вегас,Вегас,78126067020,,https://www.loft2rent.ru/loft/169051
Вегас. Атмосферный лофт с акцентным дизайном,Вегас. Атмосферный лофт с акцентным дизайном,79584611054,,https://www.reveltime.ru/venue/9093134?eventtype=vecherinka
Велетный причал,Велетный причал,79858003339,,https://www.loft2rent.ru/loft/180659
Веранда гриль,Веранда гриль,79152288949,,https://www.loft2rent.ru/loft/88837/88842
Веранда Крылатские холмы,Веранда Крылатские холмы,79164400130,,https://www.loft2rent.ru/loft/101001
